Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Gene	Type	Beta	SE	P	Details
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg27443779	chr11:14664793	PDE3B;PSMA1	North shore	-0.004	7e-04	4.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16237191	chr12:55945613	OR6C4	Open sea	0.0117	0.002	4.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg11619216	chr17:73642080	LOC100130933;RECQL5	Open sea	-0.0092	0.0016	4.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00747152	chr19:39339713	HNRNPL	North shore	-0.0032	5e-04	4.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg27430293	chr16:89069935		North shore	0.0158	0.0027	4.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00183239	chr10:12164781	DHTKD1	Open sea	-0.0103	0.0018	4.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg03710029	chr17:79265601	SLC38A10	North shelf	0.0054	9e-04	4.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg17861836	chr17:79202505	C17orf56	Open sea	-0.0141	0.0024	4.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg22283754	chr8:128999428	PVT1	Open sea	-0.0033	6e-04	4.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16320419	chr3:5025570	BHLHE40	South shore	-0.0078	0.0013	4.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08817867	chr17:19656554		Open sea	0.0049	8e-04	4.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25947283	chr19:8274853	LASS4	Island	-0.0042	7e-04	4.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08955792	chr8:105338401		North shelf	0.0097	0.0016	4.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00911776	chr7:130682239	FLJ43663	Open sea	-0.0156	0.0027	4.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg03877174	chr17:4923126	KIF1C	Open sea	0.0104	0.0018	4.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg11375458	chr2:177003996		North shore	-0.0056	0.001	4.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg22797644	chr6:34206491	HMGA1	South shore	-0.0079	0.0013	4.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08651538	chr5:111069986	C5orf13	Open sea	0.0057	0.001	4.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16541026	chr3:49026934	P4HTM	North shore	-0.0117	0.002	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25347941	chr22:43486472	TTLL1	South shore	0.0076	0.0013	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08130572	chr6:112081102	FYN	Open sea	0.0049	8e-04	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05897210	chr4:36282339	DTHD1	Open sea	0.0195	0.0033	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg02366772	chr7:105662809	FLJ23834	Open sea	0.011	0.0019	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg27405731	chr7:101571203	CUX1	Open sea	0.0153	0.0026	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08409562	chr6:31737885	C6orf27	Open sea	0.0071	0.0012	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg10676309	chr5:137685565		North shelf	0.0051	9e-04	4.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg22103219	chr7:101934892	SH2B2	North shore	-0.0165	0.0028	4.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg17588293	chr1:154986238	ZBTB7B	North shelf	0.0025	4e-04	4.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05394800	chr13:50707050		North shore	-0.006	0.001	4.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16474118	chr2:12760191		Open sea	0.0074	0.0013	4.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13751330	chr9:134376826	POMT1	North shore	-0.0038	6e-04	4.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg14647125	chr5:403112	AHRR	Open sea	-0.0062	0.0011	4.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23169111	chr20:3065582	AVP	South shore	0.0088	0.0015	4.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06418475	chr19:17008851	CPAMD8	Island	-0.0128	0.0022	4.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16988810	chr6:31762650	VARS	North shore	-0.0094	0.0016	4.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08097581	chr19:15528589	AKAP8L	North shore	-0.0062	0.0011	4.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16254309	chr7:145814152	CNTNAP2	South shore	-0.01	0.0017	4.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg03271893	chr10:102760970	LZTS2	South shore	-0.0047	8e-04	4.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg12177944	chr3:129322537	PLXND1	North shore	-0.0066	0.0011	4.9e-09	
